基金代码,基金简称,基金类型,成立时间,最新规模,评级机构,基金评级
000507,宏利宏达混合A,混合型-偏债,2014-03-05,4791.20万,,暂无评级
000508,宏利宏达混合B,混合型-偏债,2014-03-05,854.43万,,暂无评级
000509,广发钱袋子货币A,货币型-普通货币,2014-01-10,912.07亿,,暂无评级
000511,国泰国策驱动灵活配置混合A,混合型-灵活,2014-02-17,2310.55万,,暂无评级
000512,国泰沪深300指数增强A,指数型-股票,2014-05-19,2.42亿,,暂无评级
000513,富国高端制造行业股票A,股票型,2014-06-20,5.80亿,,暂无评级
000514,富国高端制造行业股票A(后端),股票型,,,,
000516,富国祥利一年期定期开放债券型A,债券型-长债,2017-08-30,37.97亿,,暂无评级
000517,富国祥利一年期定期开放债券型C,债券型-长债,2017-08-30,73.48万,,暂无评级
000520,上银新兴价值成长混合,混合型-灵活,2014-05-06,2.13亿,,暂无评级
000521,诺安瑞鑫定开债券,债券型-长债,2017-12-28,8.29亿,,暂无评级
000522,华润元大信息传媒科技混合A,混合型-偏股,2014-03-31,2.00亿,,暂无评级
000523,国投瑞银医疗保健混合A,混合型-灵活,2014-02-25,2.13亿,,暂无评级
000524,摩根民生需求股票A,股票型,2014-03-14,1.08亿,,暂无评级
000526,国泰浓益灵活配置混合A,混合型-灵活,2014-03-04,4436.94万,,暂无评级
000527,南方新优享灵活配置混合A,混合型-灵活,2014-02-26,30.67亿,,暂无评级
000528,工银薪金货币A,货币型-普通货币,,,,
000529,广发竞争优势混合A,混合型-灵活,2014-03-12,6.00亿,,暂无评级
000530,招商丰盛稳定增长混合A,混合型-灵活,2014-03-20,2511.25万,,暂无评级
000531,东吴阿尔法灵活配置混合A,混合型-灵活,2014-03-19,2147.12万,,暂无评级
000532,景顺长城优势企业混合A,混合型-偏股,2014-03-19,2.09亿,,暂无评级
000533,永赢货币A,货币型-普通货币,2014-02-27,80.66亿,,暂无评级
000534,长盛高端装备混合A,混合型-灵活,2014-03-25,2.51亿,,暂无评级
000535,长盛航天海工混合A,混合型-灵活,2014-03-11,1.45亿,,暂无评级
000536,前海开源可转债债券,债券型-混合二级,2014-03-25,13.23亿,,暂无评级
000538,诺安优势行业混合A,混合型-灵活,2014-03-13,7074.52万,,暂无评级
000539,中银活期宝货币A,货币型-普通货币,2014-02-14,1055.77亿,,暂无评级
000540,国金金腾通货币A,货币型-普通货币,2014-02-17,105.54亿,,暂无评级
000541,华商创新成长混合发起式,混合型-灵活,2014-03-18,4.66亿,,暂无评级
000542,上银慧财宝货币A,货币型-普通货币,2014-02-27,1.87亿,,暂无评级
000543,上银慧财宝货币B,货币型-普通货币,2014-02-27,272.51亿,,暂无评级
000545,中邮核心竞争力灵活配置混合,混合型-灵活,2014-04-23,3.57亿,,暂无评级
000546,兴业定开债A,债券型-混合一级,2014-03-13,28.47亿,,暂无评级
000547,建信健康民生混合A,混合型-偏股,2014-03-21,6.79亿,,暂无评级
000548,鹏华聚财通货币,货币型-普通货币,2017-05-18,68.78亿,,暂无评级
000549,华安大国新经济股票A,股票型,2014-04-14,6060.19万,,暂无评级
000550,广发新动力混合,混合型-偏股,2014-03-19,2.41亿,,暂无评级
000551,中信保诚幸福消费混合A,混合型-偏股,2014-04-29,5.72亿,,暂无评级
000552,中加纯债一年A,债券型-长债,2014-03-24,5.12亿,,暂无评级
000553,中加纯债一年C,债券型-长债,2014-03-24,1.95亿,,暂无评级
000554,南方中国梦灵活配置混合A,混合型-灵活,2014-06-09,1.37亿,,暂无评级
000556,国投瑞银新机遇灵活配置混合A,混合型-灵活,2014-03-11,3584.81万,,暂无评级
000557,国投瑞银新机遇灵活配置混合C,混合型-灵活,2014-03-11,3894.87万,,暂无评级
000559,诺安天天宝A,货币型-普通货币,2014-03-25,1043.14亿,,暂无评级
000560,诺安天天宝E,货币型-普通货币,2014-03-25,1.40亿,,暂无评级
000561,南方启元债券A,债券型-长债,2014-07-25,10.67亿,,暂无评级
000562,南方启元债券C,债券型-长债,2014-07-25,1012.19万,,暂无评级
000563,南方通利债券A,债券型-长债,2014-04-25,2.08亿,,暂无评级
000564,南方通利债券C,债券型-长债,2014-04-25,5824.07万,,暂无评级
000566,华泰柏瑞创新升级混合A,混合型-灵活,2014-05-06,5.10亿,,暂无评级
000567,广发聚祥灵活混合,混合型-灵活,2014-03-21,1.15亿,,暂无评级
000569,鹏华增值宝货币,货币型-普通货币,2014-02-26,2069.59亿,,暂无评级
000572,中银多策略混合A,混合型-灵活,2014-03-31,3.92亿,,暂无评级
000573,天弘通利混合A,混合型-灵活,2014-03-14,7.55亿,,暂无评级
000574,宝盈新价值混合A,混合型-灵活,2014-04-10,11.30亿,,暂无评级
000575,兴全添利宝货币,货币型-普通货币,,,,
000576,中邮货币A,货币型-普通货币,2014-05-28,26.27亿,,暂无评级
000577,安信价值精选股票,股票型,2014-04-21,18.54亿,,暂无评级
000578,鑫元恒鑫收益增强债券型发起式A,债券型-混合二级,2014-04-17,2132.66万,,暂无评级
000579,鑫元恒鑫收益增强债券型发起式C,债券型-混合二级,2014-04-17,192.25万,,暂无评级
000580,中邮货币B,货币型-普通货币,2014-05-28,14.40亿,,暂无评级
000581,嘉实活钱包货币A,货币型-普通货币,,,,
000583,江信聚福定开债,债券型-混合一级,2014-05-29,2.76亿,,暂无评级
000584,新华鑫益灵活配置混合C,混合型-灵活,2014-04-16,2.05亿,,暂无评级
000585,嘉实对冲套利定期混合A,混合型-绝对收益,2014-05-16,2391.63万,,暂无评级
000586,景顺长城中小创精选股票A,股票型,2014-04-30,6.99亿,,暂无评级
000587,大成灵活配置混合A,混合型-灵活,2014-05-14,8883.64万,,暂无评级
000588,招商招钱宝货币A,货币型-普通货币,,,,
000589,光大保德信银发商机混合A,混合型-偏股,2014-04-29,6790.31万,,暂无评级
000590,华安新活力灵活配置混合A,混合型-灵活,2014-04-01,5055.56万,,暂无评级
000591,中银健康生活混合,混合型-偏股,2014-05-20,3006.16万,,暂无评级
000592,建信改革红利股票A,股票型,2014-05-14,6.12亿,,暂无评级
000593,易方达标普消费品指数美元现汇A,指数型-海外股票,2014-03-28,2.10亿,,暂无评级
000594,大摩进取优选股票,股票型,2014-05-29,3.76亿,,暂无评级
000595,嘉实泰和混合,混合型-灵活,2014-04-04,30.92亿,,暂无评级
000596,前海开源中证军工指数A,指数型-股票,2014-05-27,7.47亿,,暂无评级
000597,中海积极收益混合,混合型-灵活,2014-05-26,1.26亿,,暂无评级
000598,长盛生态环境混合,混合型-灵活,2014-09-10,1.08亿,,暂无评级
000599,中信保诚薪金宝货币A,货币型-普通货币,,,,
000600,汇添富和聚宝货币A,货币型-普通货币,,,,
000601,华宝创新优选混合,混合型-偏股,2014-05-14,7.02亿,,暂无评级
000602,富国安益货币A,货币型-普通货币,,,,
000603,易方达创新驱动灵活配置混合,混合型-灵活,2015-02-13,25.35亿,,暂无评级
000604,银华多利宝货币A,货币型-普通货币,2014-04-25,20.48亿,,暂无评级
000605,银华多利宝货币B,货币型-普通货币,2014-04-25,133.75亿,,暂无评级
000606,天弘优选债券A,债券型-长债,2017-09-26,127.30亿,,暂无评级
000607,招商招钱宝货币B,货币型-普通货币,,,,
000609,华商新量化混合A,混合型-灵活,2014-06-05,2.05亿,,暂无评级
000612,华宝生态中国混合A,混合型-偏股,2014-06-13,7.30亿,,暂无评级
000613,国寿安保沪深300ETF联接A,指数型-股票,2014-06-05,16.98亿,,暂无评级
000614,华安德国(DAX)联接(QDII)A,指数型-海外股票,2014-08-12,2.14亿,,暂无评级
000615,长城工资宝货币A,货币型-普通货币,2014-06-25,8862.85万,,暂无评级
000618,嘉实薪金宝货币A,货币型-普通货币,,,,
000619,东方红产业升级混合,混合型-灵活,2014-06-06,32.99亿,,暂无评级
000620,易方达现金增利货币A,货币型-普通货币,,,,
000621,易方达现金增利货币B,货币型-普通货币,,,,
000625,诺安天天宝B,货币型-普通货币,2014-04-28,2333.53万,,暂无评级
000626,大成丰财宝货币A,货币型-普通货币,2014-06-18,3.76亿,,暂无评级
000627,大成丰财宝货币B,货币型-普通货币,2014-06-18,31.89亿,,暂无评级
000628,大成高新技术产业股票A,股票型,2015-02-03,95.86亿,,暂无评级
000634,富国天盛灵活配置基金,混合型-灵活,2014-04-30,4.96亿,,暂无评级
000635,富国天盛灵活配置基金(后端),混合型-灵活,,,,
000638,富国富钱包货币A,货币型-普通货币,2014-05-07,2218.18亿,,暂无评级
000639,宝盈祥瑞混合A,混合型-偏债,2014-05-21,496.71万,,暂无评级
000640,诺安理财宝货币A,货币型-普通货币,2014-05-12,24.21亿,,暂无评级
000641,诺安理财宝货币B,货币型-普通货币,,,,
000642,汇添富货币C,货币型-普通货币,2014-06-05,2.06亿,,暂无评级
000644,招商招金宝货币A,货币型-普通货币,2014-06-18,510.88亿,,暂无评级
000645,华夏薪金宝货币,货币型-普通货币,,,,
000646,华润元大量化优选混合A,混合型-偏股,2014-08-18,1832.48万,,暂无评级
000647,易方达财富快线货币A,货币型-普通货币,2014-06-17,18.84亿,,暂无评级
000648,易方达财富快线货币B,货币型-普通货币,2014-06-17,9.62亿,,暂无评级
000649,长城久鑫混合A,混合型-灵活,2014-07-30,2787.56万,,暂无评级
000650,汇添富货币D,货币型-普通货币,,,,
000651,招商招金宝货币B,货币型-普通货币,2014-06-18,17.87亿,,暂无评级
000652,博时裕隆灵活配置混合A,混合型-灵活,2014-06-03,13.30亿,,暂无评级
000654,华商新锐产业混合,混合型-灵活,2014-07-24,10.84亿,,暂无评级
000655,鑫元稳利债券,债券型-长债,2014-06-12,5.09亿,,暂无评级
000656,前海开源沪深300指数A,指数型-股票,2014-06-17,4.61亿,,暂无评级
000657,银华活钱宝货币A,货币型-普通货币,2014-06-23,24.52亿,,暂无评级
000658,银华活钱宝货币B,货币型-普通货币,,,,
000659,银华活钱宝货币C,货币型-普通货币,,,,
000660,银华活钱宝货币D,货币型-普通货币,,,,
000661,银华活钱宝货币E,货币型-普通货币,,,,
000662,银华活钱宝货币F,货币型-普通货币,2014-06-23,529.17亿,,暂无评级
000663,国投瑞银美丽中国混合A,混合型-灵活,2014-06-24,6.01亿,,暂无评级
000664,国联安通盈混合A,混合型-灵活,2014-06-13,147.70万,,暂无评级
000665,博时现金收益货币B,货币型-普通货币,2014-06-03,1.24亿,,暂无评级
000667,工银绝对收益混合发起A,混合型-绝对收益,2014-06-26,3923.75万,,暂无评级
000668,国寿安保尊享债券A,债券型-混合一级,2014-07-24,2.62亿,,暂无评级
000669,国寿安保尊享债券C,债券型-混合一级,2014-07-24,4267.48万,,暂无评级
000672,工银绝对收益混合发起B,混合型-绝对收益,2014-06-26,1439.51万,,暂无评级
000673,融通四季添利债券(LOF)C,债券型-混合一级,2020-05-13,6.83亿,,暂无评级
000674,中海中短债债券A,债券型-中短债,2014-08-29,4986.02万,,暂无评级
000677,工银现金货币,货币型-普通货币,2014-09-23,1122.53亿,,暂无评级
000678,华宝现金宝货币E,货币型-普通货币,2014-07-14,54.18亿,,暂无评级
000679,招商丰利灵活配置混合A,混合型-灵活,2014-08-12,2380.02万,,暂无评级
000681,信澳慧管家货币A,货币型-普通货币,2014-06-26,1.11亿,,暂无评级
000682,信澳慧管家货币C,货币型-普通货币,2014-06-26,77.35亿,,暂无评级
000683,信澳慧管家货币E,货币型-普通货币,2014-06-26,2.52亿,,暂无评级
000684,长盛养老健康混合A,混合型-灵活,2014-11-25,1.33亿,,暂无评级
000686,建信嘉薪宝货币A,货币型-普通货币,,,,
000687,南方薪金宝货币A,货币型-普通货币,,,,
000688,景顺长城研究精选股票A,股票型,2014-08-12,11.24亿,,暂无评级
000689,前海开源新经济混合A,混合型-灵活,2014-08-20,46.40亿,,暂无评级
000690,前海开源大海洋混合,混合型-灵活,2014-07-31,2.45亿,,暂无评级
000692,汇添富双利债券C,债券型-混合二级,2014-06-18,5.03亿,,暂无评级
000693,建信现金添利货币A,货币型-普通货币,,,,
000694,鑫元鸿利A,债券型-长债,2014-06-26,32.03亿,,暂无评级
000696,汇添富环保行业股票,股票型,2014-09-16,22.10亿,,暂无评级
000697,汇添富移动互联股票A,股票型,2014-08-26,19.35亿,,暂无评级
000698,宝盈科技30混合,混合型-灵活,2014-08-13,8.93亿,,暂无评级
000699,中银薪钱包货币,货币型-普通货币,2014-06-26,1063.66亿,,暂无评级
000700,宏利货币B,货币型-普通货币,2014-08-06,65.89亿,,暂无评级
000701,景顺长城景丰货币A,货币型-普通货币,2014-09-16,2.73亿,,暂无评级
000704,易方达天天增利货币A,货币型-普通货币,2014-06-25,352.00亿,,暂无评级
000705,易方达天天增利货币B,货币型-普通货币,2014-06-25,5.06亿,,暂无评级
000706,中邮多策略灵活配置混合,混合型-灵活,2014-07-24,7948.68万,,暂无评级
000707,景顺长城景丰货币B,货币型-普通货币,2014-09-16,12.01亿,,暂无评级
000709,华安汇财通货币,货币型-普通货币,2014-07-17,296.15亿,,暂无评级
000710,交银现金宝货币A,货币型-普通货币,2014-09-12,839.35亿,,暂无评级
000711,嘉实医疗保健股票,股票型,2014-08-13,8.90亿,,暂无评级
000712,摩根天添宝货币A,货币型-普通货币,,,,
000713,摩根天添宝货币B,货币型-普通货币,,,,
000714,诺安稳健回报混合A,混合型-灵活,2014-09-15,1477.25万,,暂无评级
000715,民生加银高等级信用债E,债券型-中短债,2014-08-11,5.25亿,,暂无评级
000716,工银薪金货币B,货币型-普通货币,,,,
000717,融通转型三动力灵活配置混合A,混合型-灵活,2015-01-16,2.65亿,,暂无评级
000718,融通转型三动力灵活配置混合A(后端),混合型-灵活,,,,
000719,南方现金通E,货币型-普通货币,,,,
000720,南方稳利1年持有期债券C,债券型-长债,2014-07-24,1.75亿,,暂无评级
000721,兴业货币A,货币型-普通货币,2014-08-06,106.17亿,,暂无评级
000722,兴业货币B,货币型-普通货币,2014-08-06,4.09亿,,暂无评级
000724,大成添利宝货币A,货币型-普通货币,2014-07-28,1.88亿,,暂无评级
000725,大成添利宝货币B,货币型-普通货币,2014-07-28,460.36亿,,暂无评级
000726,大成添利宝货币E,货币型-普通货币,2014-07-28,41.21亿,,暂无评级
000727,融通健康产业灵活配置混合A/B,混合型-灵活,2014-12-25,23.47亿,,暂无评级
000728,工银目标收益一年定开C,债券型-混合一级,2014-08-12,3258.02万,,暂无评级
000729,建信中小盘先锋股票A,股票型,2014-08-20,15.47亿,,暂无评级
000730,博时现金宝货币A,货币型-普通货币,2014-09-18,74.97亿,,暂无评级
000731,融通健康产业灵活配置混合A/B(后端),混合型-灵活,,,,
000734,博时天天增利货币A,货币型-普通货币,2014-08-25,374.29亿,,暂无评级
000735,博时天天增利货币B,货币型-普通货币,2014-08-25,1.16亿,,暂无评级
000736,诺安聚利债券A,债券型-长债,2014-11-13,16.44亿,,暂无评级
000737,诺安聚利债券C,债券型-长债,2014-11-13,4937.15万,,暂无评级
000739,平安新鑫先锋A,混合型-灵活,2015-01-29,2.30亿,,暂无评级
000740,兴银货币B,货币型-普通货币,2014-08-27,3862.13万,,暂无评级
000741,兴银货币A,货币型-普通货币,2014-08-27,31.89亿,,暂无评级
000742,国泰新经济灵活配置混合A,混合型-灵活,2014-09-16,4.53亿,,暂无评级
000743,红塔红土盛世普益混合发起式,混合型-灵活,2014-09-18,2779.95万,,暂无评级
000744,北信瑞丰稳定收益A,债券型-长债,2014-08-27,30.40亿,,暂无评级
000745,北信瑞丰稳定收益C,债券型-长债,2014-08-27,1.61亿,,暂无评级
000746,招商行业精选股票基金,股票型,2014-09-03,28.98亿,,暂无评级
000747,广发逆向策略混合A,混合型-灵活,2014-09-04,1.47亿,,暂无评级
000748,广发活期宝货币A,货币型-普通货币,2014-08-28,8.96亿,,暂无评级
000750,安信现金增利货币A,货币型-普通货币,2014-11-24,8708.88万,,暂无评级
000751,嘉实新兴产业股票,股票型,2014-09-17,56.34亿,,暂无评级
